symbol,company_name,sector,source,note
NKIND,NK Industries Limited,FMCG,provider,Consumer Defensive
ORKLAINDIA,Orkla India Limited,FMCG,nse_official,Fast Moving Consumer Goods
OSWALAGRO,Oswal Agro Mills Limited,FMCG,manual,
PARAGMILK,Parag Milk Foods Limited,FMCG,provider,Consumer Defensive
PATANJALI,Patanjali Foods Limited,FMCG,nse_official,Fast Moving Consumer Goods
PGHH,Procter & Gamble Hygiene and Health Care Limited,FMCG,provider,Consumer Defensive
PICCADIL,Piccadily Agro Industries Limited,FMCG,nse_official,Fast Moving Consumer Goods
PKTEA,The Peria Karamalai Tea & Produce Company Limited,FMCG,manual,
PONNIERODE,Ponni Sugars (Erode) Limited,FMCG,manual,
PRUDMOULI,Prudential Sugar Corporation Limited,FMCG,provider,Confectioners
RADICO,Radico Khaitan Limited,FMCG,nse_official,Fast Moving Consumer Goods
RAMANEWS,Shree Rama Newsprint Limited,FMCG,provider,Consumer Defensive
RANASUG,Rana Sugars Limited,FMCG,manual,
REGAAL,Regaal Resources Limited,FMCG,manual,
RENUKA,Shree Renuka Sugars Limited,FMCG,nse_official,Fast Moving Consumer Goods
RETAIL,JHS Svendgaard Retail Ventures Limited,FMCG,provider,Consumer Defensive
SAKHTISUG,Sakthi Sugars Limited,FMCG,provider,Consumer Defensive
SAKUMA,Sakuma Exports Limited,FMCG,provider,Consumer Defensive
SAMPANN,Sampann Utpadan India Limited,FMCG,manual,
SARVESHWAR,Sarveshwar Foods Limited,FMCG,manual,
SCPL,Sheetal Cool Products Limited,FMCG,provider,Packaged Foods
SHANTI,Shanti Overseas (India) Limited,FMCG,manual,
SIMBHALS,Simbhaoli Sugars Limited,FMCG,provider,Confectioners
SKMEGGPROD,SKM Egg Products Export (India) Limited,FMCG,manual,
SULA,Sula Vineyards Limited,FMCG,manual,
TASTYBITE,Tasty Bite Eatables Limited,FMCG,manual,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,nse_official,Fast Moving Consumer Goods
TEAMGTY,Team India Guaranty Limited,FMCG,manual,
TEAMLEASE,Teamlease Services Limited,FMCG,manual,
TI,Tilaknagar Industries Limited,FMCG,nse_official,Fast Moving Consumer Goods
TREEHOUSE,Tree House Education & Accessories Limited,FMCG,provider,Consumer Defensive
TRIVENI,Triveni Engineering & Industries Limited,FMCG,nse_official,Fast Moving Consumer Goods
UBL,United Breweries Limited,FMCG,nse_official,Fast Moving Consumer Goods
UGARSUGAR,The Ugar Sugar Works Limited,FMCG,manual,
UMAEXPORTS,Uma Exports Limited,FMCG,provider,Farm Products
21STCENMGM,21st Century Management Services Limited,Finance,provider,Financial Services
360ONE,360 ONE WAM LIMITED,Finance,nse_official,Financial Services
5PAISA,5Paisa Capital Limited,Finance,provider,Financial Services
AADHARHFC,Aadhar Housing Finance Limited,Finance,nse_official,Financial Services
AAVAS,Aavas Financiers Limited,Finance,nse_official,Financial Services
ABANSENT,Abans Enterprises Limited,Finance,provider,Financial Services
ABCAPITAL,Aditya Birla Capital Limited,Finance,nse_official,Financial Services
ABSLAMC,Aditya Birla Sun Life AMC Limited,Finance,nse_official,Financial Services
AFIL,Akme Fintrade (India) Limited,Finance,provider,Financial Services
AFSL,Abans Financial Services Limited,Finance,provider,Financial Services
AIIL,Authum Investment & Infrastructure Limited,Finance,nse_official,Financial Services
AKCAPIT,AK Capital Services Limited,Finance,provider,Financial Services
ALGOQUANT,Algoquant Fintech Limited,Finance,provider,Financial Services
ALMONDZ,Almondz Global Securities Limited,Finance,provider,Financial Services
ANANDRATHI,Anand Rathi Wealth Limited,Finance,nse_official,Financial Services
ANGELONE,Angel One Limited,Finance,nse_official,Financial Services
APTUS,Aptus Value Housing Finance India Limited,Finance,nse_official,Financial Services
ARIHANTCAP,Arihant Capital Markets Limited,Finance,provider,Financial Services
ARMANFIN,Arman Financial Services Limited,Finance,provider,Financial Services
ARSSBL,Anand Rathi Share and Stock Brokers Limited,Finance,provider,Financial Services
AUBANK,AU Small Finance Bank Limited,Finance,nse_official,Financial Services
AUSOMENT,Ausom Enterprise Limited,Finance,provider,Financial Services
AVONMORE,Avonmore Capital & Management Services Limited,Finance,provider,Financial Services
AXISBANK,Axis Bank Limited,Finance,nse_official,Financial Services
AYE,Aye Finance Limited,Finance,provider,Financial Services
BAIDFIN,Baid Finserv Limited,Finance,provider,Financial Services
BAJAJFINSV,Bajaj Finserv Limited,Finance,nse_official,Financial Services
BAJAJHFL,Bajaj Housing Finance Limited,Finance,nse_official,Financial Services
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Finance,nse_official,Financial Services
BAJFINANCE,Bajaj Finance Limited,Finance,nse_official,Financial Services
BANDHANBNK,Bandhan Bank Limited,Finance,nse_official,Financial Services
BANKBARODA,Bank of Baroda,Finance,nse_official,Financial Services
BANKINDIA,Bank of India,Finance,nse_official,Financial Services
BFINVEST,BF Investment Limited,Finance,provider,Financial Services
BIRLAMONEY,Aditya Birla Money Limited,Finance,provider,Financial Services
BLAL,BEML Land Assets Limited,Finance,provider,Financial Services
BLBLIMITED,BLB Limited,Finance,provider,Financial Services
BLUECHIP,Blue Chip India Limited,Finance,manual,
BSE,BSE Limited,Finance,nse_official,Financial Services
CAMS,Computer Age Management Services Limited,Finance,nse_official,Financial Services
CANBK,Canara Bank,Finance,nse_official,Financial Services
CANFINHOME,Can Fin Homes Limited,Finance,nse_official,Financial Services
CANHLIFE,Canara HSBC Life Insurance Company Limited,Finance,nse_official,Financial Services
CAPITALSFB,Capital Small Finance Bank Limited,Finance,provider,Financial Services
CAPTRUST,Capital Trust Limited,Finance,provider,Credit Services
CARERATING,CARE Ratings Limited,Finance,provider,Financial Services
CCAVENUE,AvenuesAI Limited,Finance,nse_official,Financial Services
CDSL,Central Depository Services (India) Limited,Finance,nse_official,Financial Services
CENTRALBK,Central Bank of India,Finance,nse_official,Financial Services
CENTRUM,Centrum Capital Limited,Finance,provider,Financial Services
CGCL,Capri Global Capital Limited,Finance,nse_official,Financial Services
CHOICEIN,Choice International Limited,Finance,nse_official,Financial Services
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Finance,nse_official,Financial Services
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Finance,nse_official,Financial Services
CIFL,Capital India Finance Limited,Finance,provider,Financial Services
CONSOFINVT,Consolidated Finvest & Holdings Limited,Finance,provider,Capital Markets
CPCAP,CP Capital Limited,Finance,provider,Financial Services
CRAMC,Canara Robeco Asset Management Company Limited,Finance,nse_official,Financial Services
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Finance,nse_official,Financial Services
CREST,Crest Ventures Limited,Finance,provider,Financial Services
CRISIL,Crisil Limited,Finance,nse_official,Financial Services
CSBBANK,CSB Bank Limited,Finance,nse_official,Financial Services
CSLFINANCE,CSL Finance Limited,Finance,provider,Financial Services
CUB,City Union Bank Limited,Finance,nse_official,Financial Services
DAMCAPITAL,Dam Capital Advisors Limited,Finance,provider,Financial Services
DBSTOCKBRO,DB (International) Stock Brokers Limited,Finance,provider,Capital Markets
DCBBANK,DCB Bank Limited,Finance,nse_official,Financial Services
DCMFINSERV,DCM Financial Services Limited,Finance,manual,
DELPHIFX,DELPHI WORLD MONEY LIMITED,Finance,provider,Capital Markets
DHANBANK,Dhanlaxmi Bank Limited,Finance,provider,Financial Services
DHUNINV,Dhunseri Investments Limited,Finance,provider,Financial Services
DIGISPICE,DiGiSPICE Technologies Limited,Finance,provider,Financial Services
DOLATALGO,Dolat Algotech Limited,Finance,provider,Financial Services
DVL,Dhunseri Ventures Limited,Finance,provider,Financial Services
EDELWEISS,Edelweiss Financial Services Limited,Finance,nse_official,Financial Services
ELCIDIN,EL CID Investments Limited,Finance,manual,
EMKAY,Emkay Global Financial Services Limited,Finance,provider,Financial Services
EQUITASBNK,Equitas Small Finance Bank Limited,Finance,nse_official,Financial Services
ESAFSFB,ESAF Small Finance Bank Limited,Finance,provider,Banks - Regional
FEDDERSHOL,Fedders Holding Limited,Finance,provider,Financial Services
FEDERALBNK,The Federal Bank  Limited,Finance,nse_official,Financial Services
FEDFINA,Fedbank Financial Services Limited,Finance,nse_official,Financial Services
FINKURVE,Finkurve Financial Services Limited,Finance,provider,Financial Services
FINOPB,Fino Payments Bank Limited,Finance,provider,Financial Services
FIVESTAR,Five-Star Business Finance Limited,Finance,nse_official,Financial Services
FUSION,Fusion Finance Limited,Finance,provider,Financial Services
GATECH,GACM Technologies Limited,Finance,provider,Asset Management
GATECHDVR,GACM Technologies Limited,Finance,provider,Asset Management
GCSL,Gretex Corporate Services Limited,Finance,provider,Financial Services
GEOJITFSL,Geojit Financial Services Limited,Finance,provider,Financial Services
GFLLIMITED,GFL Limited,Finance,provider,Financial Services
GICHSGFIN,GIC Housing Finance Limited,Finance,provider,Financial Services
GICRE,General Insurance Corporation of India,Finance,nse_official,Financial Services
GLFL,Gujarat Lease Financing Limited,Finance,provider,Financial Services
GODIGIT,Go Digit General Insurance Limited,Finance,nse_official,Financial Services
GROWW,Billionbrains Garage Ventures Limited,Finance,nse_official,Financial Services
HBSL,HB Stockholdings Limited,Finance,provider,Financial Services
HDBFS,HDB Financial Services Limited,Finance,nse_official,Financial Services
HDFCAMC,HDFC Asset Management Company Limited,Finance,nse_official,Financial Services
HDFCBANK,HDFC Bank Limited,Finance,nse_official,Financial Services
HDFCLIFE,HDFC Life Insurance Company Limited,Finance,nse_official,Financial Services
HEXATRADEX,Hexa Tradex Limited,Finance,provider,Credit Services
HOMEFIRST,Home First Finance Company India Limited,Finance,nse_official,Financial Services
HUDCO,Housing & Urban Development Corporation Limited,Finance,nse_official,Financial Services
HYBRIDFIN,Hybrid Financial Services Limited,Finance,provider,Capital Markets
ICICIAMC,ICICI Prudential Asset Management Company Limited,Finance,nse_official,Financial Services
ICICIBANK,ICICI Bank Limited,Finance,nse_official,Financial Services
ICICIGI,ICICI Lombard General Insurance Company Limited,Finance,nse_official,Financial Services
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Finance,nse_official,Financial Services
ICRA,ICRA Limited,Finance,provider,Financial Services
IDBI,IDBI Bank Limited,Finance,nse_official,Financial Services
IDFCFIRSTB,IDFC First Bank Limited,Finance,nse_official,Financial Services
IEX,Indian Energy Exchange Limited,Finance,nse_official,Financial Services
IFCI,IFCI Limited,Finance,nse_official,Financial Services
IIFL,IIFL Finance Limited,Finance,nse_official,Financial Services
IIFLCAPS,IIFL Capital Services Limited,Finance,nse_official,Financial Services
IITL,Industrial Investment Trust Limited,Finance,provider,Financial Services
INDBANK,Indbank Merchant Banking Services Limited,Finance,provider,Financial Services
INDIANB,Indian Bank,Finance,nse_official,Financial Services
INDIASHLTR,India Shelter Finance Corporation Limited,Finance,nse_official,Financial Services
INDOSTAR,IndoStar Capital Finance Limited,Finance,manual,
INDOTHAI,Indo Thai Securities Limited,Finance,provider,Financial Services
INDPRUD,Industrial & Prudential Investment Company Limited,Finance,provider,Financial Services
INDUSINDBK,IndusInd Bank Limited,Finance,nse_official,Financial Services
INVENTURE,Inventure Growth & Securities Limited,Finance,provider,Financial Services
IOB,Indian Overseas Bank,Finance,nse_official,Financial Services
IREDA,Indian Renewable Energy Development Agency Limited,Finance,nse_official,Financial Services
IRFC,Indian Railway Finance Corporation Limited,Finance,nse_official,Financial Services
IVC,IL&FS Investment Managers Limited,Finance,provider,Financial Services
J&KBANK,The Jammu & Kashmir Bank Limited,Finance,nse_official,Financial Services
JINDALPHOT,Jindal Photo Limited,Finance,provider,Financial Services
JIOFIN,Jio Financial Services Limited,Finance,nse_official,Financial Services
JMFINANCIL,JM Financial Limited,Finance,nse_official,Financial Services
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Finance,provider,Financial Services
JSFB,Jana Small Finance Bank Limited,Finance,nse_official,Financial Services
JSWHL,JSW Holdings Limited,Finance,provider,Financial Services
KARURVYSYA,Karur Vysya Bank Limited,Finance,nse_official,Financial Services
KEYFINSERV,Keynote Financial Services Limited,Finance,manual,
KFINTECH,Kfin Technologies Limited,Finance,nse_official,Financial Services
KHANDSE,Khandwala Securities Limited,Finance,manual,
KICL,Kalyani Investment Company Limited,Finance,manual,
KIRANVYPAR,Kiran Vyapar Limited,Finance,manual,
KOTAKBANK,Kotak Mahindra Bank Limited,Finance,nse_official,Financial Services
KTKBANK,The Karnataka Bank Limited,Finance,nse_official,Financial Services
LAXMIINDIA,Laxmi India Finance Limited,Finance,manual,
LFIC,Lakshmi Finance & Industrial Corporation Limited,Finance,manual,
LICHSGFIN,LIC Housing Finance Limited,Finance,nse_official,Financial Services
LICI,Life Insurance Corporation Of India,Finance,nse_official,Financial Services
LTF,L&T Finance Limited,Finance,nse_official,Financial Services
M&MFIN,Mahindra & Mahindra Financial Services Limited,Finance,nse_official,Financial Services
MAHABANK,Bank of Maharashtra,Finance,nse_official,Financial Services
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Finance,provider,Financial Services
MAHSCOOTER,Maharashtra Scooters Limited,Finance,nse_official,Financial Services
MANAPPURAM,Manappuram Finance Limited,Finance,nse_official,Financial Services
MANBA,Manba Finance Limited,Finance,manual,
MANCREDIT,Mangal Credit and Fincorp Limited,Finance,manual,
MASFIN,MAS Financial Services Limited,Finance,manual,
MASKINVEST,Mask Investments Limited,Finance,manual,
MASTERTR,Master Trust Limited,Finance,provider,Financial Services
MAXIND,Max India Limited,Finance,manual,
MCX,Multi Commodity Exchange of India Limited,Finance,nse_official,Financial Services
MFSL,Max Financial Services Limited,Finance,nse_official,Financial Services
MONARCH,Monarch Networth Capital Limited,Finance,manual,
MONEYBOXX,Moneyboxx Finance Limited,Finance,manual,
MOTILALOFS,Motilal Oswal Financial Services Limited,Finance,nse_official,Financial Services
MUFIN,Mufin Green Finance Limited,Finance,manual,
MUTHOOTCAP,Muthoot Capital Services Limited,Finance,manual,
MUTHOOTFIN,Muthoot Finance Limited,Finance,nse_official,Financial Services
MUTHOOTMF,Muthoot Microfin Limited,Finance,provider,Financial Services
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Finance,manual,
NAHARCAP,Nahar Capital and Financial Services Limited,Finance,manual,
NAM-INDIA,Nippon Life India Asset Management Limited,Finance,nse_official,Financial Services
NBIFIN,N. B. I. Industrial Finance Company Limited,Finance,manual,
NIACL,The New India Assurance Company Limited,Finance,nse_official,Financial Services
NIVABUPA,Niva Bupa Health Insurance Company Limited,Finance,nse_official,Financial Services
NORTHARC,Northern Arc Capital Limited,Finance,manual,
NSIL,Nalwa Sons Investments Limited,Finance,provider,Financial Services
NUVAMA,Nuvama Wealth Management Limited,Finance,nse_official,Financial Services
ONELIFECAP,Onelife Capital Advisors Limited,Finance,provider,Capital Markets
PAISALO,Paisalo Digital Limited,Finance,provider,Financial Services
PALASHSECU,Palash Securities Limited,Finance,manual,
PAYTM,One 97 Communications Limited,Finance,nse_official,Financial Services
PFC,Power Finance Corporation Limited,Finance,nse_official,Financial Services
PFS,PTC India Financial Services Limited,Finance,manual,
PILANIINVS,Pilani Investment and Industries Corporation Limited,Finance,manual,
PINELABS,Pine Labs Limited,Finance,nse_official,Financial Services
PIONRINV,Pioneer Investcorp Limited,Finance,provider,Capital Markets
PIRAMALFIN,Piramal Finance Limited,Finance,nse_official,Financial Services
PNB,Punjab National Bank,Finance,nse_official,Financial Services
PNBGILTS,PNB Gilts Limited,Finance,manual,
PNBHOUSING,PNB Housing Finance Limited,Finance,nse_official,Financial Services
POLICYBZR,PB Fintech Limited,Finance,nse_official,Financial Services
POONAWALLA,Poonawalla Fincorp Limited,Finance,nse_official,Financial Services
PRIMESECU,Prime Securities Limited,Finance,manual,
PRUDENT,Prudent Corporate Advisory Services Limited,Finance,nse_official,Financial Services
PSB,Punjab & Sind Bank,Finance,provider,Financial Services
PVP,PVP Ventures Limited,Finance,manual,
RBLBANK,RBL Bank Limited,Finance,nse_official,Financial Services
RECLTD,REC Limited,Finance,nse_official,Financial Services
RELIGARE,Religare Enterprises Limited,Finance,nse_official,Financial Services
REPCOHOME,Repco Home Finance Limited,Finance,manual,
RSDFIN,RSD Finance Limited,Finance,provider,Asset Management
SAHLIBHFI,Shalibhadra Finance Limited,Finance,manual,
SAMMAANCAP,Sammaan Capital Limited,Finance,nse_official,Financial Services
SATIN,Satin Creditcare Network Limited,Finance,manual,
SBFC,SBFC Finance Limited,Finance,nse_official,Financial Services
SBICARD,SBI Cards and Payment Services Limited,Finance,nse_official,Financial Services
SBILIFE,SBI Life Insurance Company Limited,Finance,nse_official,Financial Services
SBIN,State Bank of India,Finance,nse_official,Financial Services
SGFIN,SG Finserve Limited,Finance,manual,
SHARDUL,Shardul Securities Limited,Finance,provider,Capital Markets
SHAREINDIA,Share India Securities Limited,Finance,nse_official,Financial Services
SHRIRAMFIN,Shriram Finance Limited,Finance,nse_official,Financial Services
SILINV,SIL Investments Limited,Finance,manual,
SMCGLOBAL,SMC Global Securities Limited,Finance,manual,
SONAL,Sonal Mercantile Limited,Finance,provider,Financial Services
SOUTHBANK,The South Indian Bank Limited,Finance,nse_official,Financial Services
SPANDANA,Spandana Sphoorty Financial Limited,Finance,manual,
SRGHFL,SRG Housing Finance Limited,Finance,manual,
STARHEALTH,Star Health and Allied Insurance Company Limited,Finance,nse_official,Financial Services
STARTECK,Starteck Finance Limited,Finance,manual,
STEELCITY,Steel City Securities Limited,Finance,manual,
STEL,Stel Holdings Limited,Finance,manual,
STYL,Seshaasai Technologies Limited,Finance,nse_official,Financial Services
SUMMITSEC,Summit Securities Limited,Finance,manual,
SUNDARMFIN,Sundaram Finance Limited,Finance,nse_official,Financial Services
SURYODAY,Suryoday Small Finance Bank Limited,Finance,manual,
SYSTMTXC,Systematix Corporate Services Limited,Finance,provider,Capital Markets
TATACAP,Tata Capital Limited,Finance,nse_official,Financial Services
TATAINVEST,Tata Investment Corporation Limited,Finance,nse_official,Financial Services
TCIFINANCE,TCI Finance Limited,Finance,provider,Credit Services
TFCILTD,Tourism Finance Corporation of India Limited,Finance,manual,
TFL,Transwarranty Finance Limited,Finance,manual,
THACKER,Thacker & Company Limited,Finance,provider,Asset Management
THEINVEST,The Investment Trust Of India Limited,Finance,manual,
TMB,Tamilnad Mercantile Bank Limited,Finance,nse_official,Financial Services
TRU,TruCap Finance Limited,Finance,provider,Financial Services
TSFINV,TSF INVESTMENTS LIMITED,Finance,nse_official,Financial Services
UCOBANK,UCO Bank,Finance,nse_official,Financial Services
UGROCAP,Ugro Capital Limited,Finance,manual,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Finance,nse_official,Financial Services
ARROWGREEN,Arrow Greentech Limited,Forest Materials,provider,Packaging & Containers
ASTRON,Astron Paper & Board Mill Limited,Forest Materials,provider,Paper & Paper Products
BI,Bilcare Limited,Forest Materials,provider,Packaging & Containers
EMAMIPAP,Emami Paper Mills Limited,Forest Materials,provider,Paper & Paper Products
EMMBI,Emmbi Industries Limited,Forest Materials,provider,Packaging & Containers
HALDYNGL,Haldyn Glass Limited,Forest Materials,provider,Packaging & Containers
HITECHCORP,Hitech Corporation Limited,Forest Materials,provider,Packaging & Containers
JKPAPER,JK Paper Limited,Forest Materials,nse_official,Forest Materials
KANPRPLA,Kanpur Plastipack Limited,Forest Materials,manual,
KSHITIJPOL,Kshitij Polyline Limited,Forest Materials,manual,
KUANTUM,Kuantum Papers Limited,Forest Materials,manual,
MAGNUM,Magnum Ventures Limited,Forest Materials,manual,
ORICONENT,Oricon Enterprises Limited,Forest Materials,manual,
ORIENTLTD,Orient Press Limited,Forest Materials,provider,Packaging & Containers
PAKKA,PAKKA LIMITED,Forest Materials,manual,
PDMJEPAPER,Pudumjee Paper Products Limited,Forest Materials,manual,
POLYPLEX,Polyplex Corporation Limited,Forest Materials,manual,
PREMIERPOL,Premier Polyfilm Limited,Forest Materials,manual,
PYRAMID,Pyramid Technoplast Limited,Forest Materials,manual,
RPPL,Rajshree Polypack Limited,Forest Materials,provider,Packaging & Containers
RUCHIRA,Ruchira Papers Limited,Forest Materials,manual,
RUSHIL,Rushil Decor Limited,Forest Materials,manual,
SAPPL,Shree Ajit Pulp & Paper Limited,Forest Materials,manual,
SHRENIK,Shrenik Limited,Forest Materials,provider,Paper & Paper Products
SUNDARAM,Sundaram Multi Pap Limited,Forest Materials,provider,Paper & Paper Products
TCPLPACK,TCPL Packaging Limited,Forest Materials,manual,
TNPL,Tamil Nadu Newsprint & Papers Limited,Forest Materials,manual,
TOKYOPLAST,Tokyo Plast International Limited,Forest Materials,manual,
TPLPLASTEH,TPL Plastech Limited,Forest Materials,manual,
UFLEX,UFLEX Limited,Forest Materials,manual,
3IINFOLTD,3i Infotech Limited,IT,provider,Information Technology Services
63MOONS,63 moons technologies limited,IT,provider,Technology
AAATECH,AAA Technologies Limited,IT,provider,Technology
ABMKNO,ABM Knowledgeware Limited,IT,provider,Technology
ACCELYA,Accelya Solutions India Limited,IT,provider,Technology
ACSTECH,ACS Technologies Limited,IT,provider,Technology
ADROITINFO,Adroit Infotech Limited,IT,provider,Technology
ADSL,Allied Digital Services Limited,IT,provider,Technology
AFFLE,Affle 3i Limited,IT,nse_official,Information Technology
AIRAN,Airan Limited,IT,provider,Technology
ALANKIT,Alankit Limited,IT,provider,Technology
AMAGI,Amagi Media Labs Limited,IT,provider,Technology
ASMS,Avio Smart Market Stack Limited,IT,provider,Information Technology Services
AURIONPRO,Aurionpro Solutions Limited,IT,nse_official,Information Technology
AVANTEL,Avantel Limited,IT,provider,Technology
BBOX,Black Box Limited,IT,nse_official,Information Technology
BPL,BPL Limited,IT,provider,Technology
BSOFT,BIRLASOFT LIMITED,IT,nse_official,Information Technology
CALSOFT,California Software Company Limited,IT,provider,Technology
CAPILLARY,Capillary Technologies India Limited,IT,nse_official,Information Technology
CENTUM,Centum Electronics Limited,IT,provider,Technology
CNL,Creative Newtech Limited,IT,provider,Technology
COFORGE,Coforge Limited,IT,nse_official,Information Technology
COMPINFO,Compuage Infocom Limited,IT,provider,Electronics & Computer Distribution
CTE,Cambridge Technology Enterprises Limited,IT,provider,Technology
CURAA,Cura Technologies Limited,IT,provider,Technology
CYBERTECH,Cybertech Systems And Software Limited,IT,provider,Information Technology Services
CYIENT,Cyient Limited,IT,nse_official,Information Technology
DATAMATICS,Datamatics Global Services Limited,IT,nse_official,Information Technology
DCI,Dc Infotech And Communication Limited,IT,provider,Technology
DEVIT,Dev Information Technology Limited,IT,provider,Technology
DLINKINDIA,D-Link (India) Limited,IT,provider,Technology
DRCSYSTEMS,DRC Systems India Limited,IT,provider,Technology
DSSL,Dynacons Systems & Solutions Limited,IT,provider,Technology
E2E,E2E Networks Limited,IT,provider,Software - Infrastructure
EBGNG,GNG Electronics Limited,IT,provider,Technology
EMPOWER,Empower India Limited,IT,provider,Technology
EMUDHRA,eMudhra Limited,IT,provider,Technology
EQUIPPP,Equippp Social Impact Technologies Limited,IT,provider,Information Technology Services
EXCELSOFT,Excelsoft Technologies Limited,IT,provider,Technology
EXPLEOSOL,Expleo Solutions Limited,IT,provider,Technology
FCSSOFT,FCS Software Solutions Limited,IT,provider,Technology
FRACTAL,Fractal Analytics Limited,IT,provider,Technology
GENESYS,Genesys International Corporation Limited,IT,provider,Technology
GOLDTECH,AION-TECH SOLUTIONS LIMITED,IT,provider,Information Technology Services
GSS,GSS Infotech Limited,IT,provider,Technology
GTLINFRA,GTL Infrastructure Limited,IT,provider,Technology
GVPTECH,GVP Infotech Limited,IT,provider,Technology
HAPPSTMNDS,Happiest Minds Technologies Limited,IT,nse_official,Information Technology
HCL-INSYS,HCL Infosystems Limited,IT,provider,Technology
HCLTECH,HCL Technologies Limited,IT,nse_official,Information Technology
HEADSUP,Heads UP Ventures Limited,IT,manual,
HEXT,Hexaware Technologies Limited,IT,nse_official,Information Technology
HGM,HandsOn Global Management (HGM) Limited,IT,provider,Technology
IDEAFORGE,Ideaforge Technology Limited,IT,provider,Technology
IKIO,IKIO Technologies Limited,IT,provider,Technology
IKS,Inventurus Knowledge Solutions Limited,IT,nse_official,Information Technology
INA,Insolation Energy Limited,IT,provider,Technology
INFOBEAN,InfoBeans Technologies Limited,IT,provider,Technology
INFY,Infosys Limited,IT,nse_official,Information Technology
INNOVANA,Innovana Thinklabs Limited,IT,provider,Technology
INSPIRISYS,Inspirisys Solutions Limited,IT,provider,Information Technology Services
INTELLECT,Intellect Design Arena Limited,IT,nse_official,Information Technology
INTENTECH,Intense Technologies Limited,IT,provider,Technology
IRIS,IRIS RegTech Solutions Limited,IT,provider,Technology
IVALUE,Ivalue Infosolutions Limited,IT,provider,Technology
IZMO,IZMO Limited,IT,provider,Technology
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,IT,provider,Technology
KELLTONTEC,Kellton Tech Solutions Limited,IT,manual,
KERNEX,Kernex Microsystems (India) Limited,IT,manual,
KINGFA,Kingfa Science & Technology (India) Limited,IT,manual,
KPITTECH,KPIT Technologies Limited,IT,nse_official,Information Technology
KSOLVES,Ksolves India Limited,IT,manual,
LATENTVIEW,Latent View Analytics Limited,IT,nse_official,Information Technology
LCCINFOTEC,LCC Infotech Limited,IT,manual,
LTM,LTM Limited,IT,nse_official,Information Technology
LTTS,L&T Technology Services Limited,IT,nse_official,Information Technology
MAPMYINDIA,C.E. Info Systems Limited,IT,nse_official,Information Technology
MARKOLINES,Markolines Pavement Technologies Limited,IT,manual,
MASTEK,Mastek Limited,IT,nse_official,Information Technology
MATRIMONY,Matrimony.Com Limited,IT,manual,
MCLOUD,Magellanic Cloud Limited,IT,manual,
MINDTECK,Mindteck (India) Limited,IT,manual,
MOBIKWIK,One Mobikwik Systems Limited,IT,manual,
MOSCHIP,Moschip Technologies Limited,IT,manual,
MPHASIS,MphasiS Limited,IT,nse_official,Information Technology
MPSLTD,MPS Limited,IT,manual,
NETWEB,Netweb Technologies India Limited,IT,nse_official,Information Technology
NEWGEN,Newgen Software Technologies Limited,IT,nse_official,Information Technology
NIITLTD,NIIT Limited,IT,manual,
NIITMTS,NIIT Learning Systems Limited,IT,manual,
NINSYS,NINtec Systems Limited,IT,provider,Technology
NPST,Network People Services Technologies Limited,IT,manual,
NUCLEUS,Nucleus Software Exports Limited,IT,provider,Technology
ODIGMA,Odigma Consultancy Solutions Limited,IT,manual,
OFSS,Oracle Financial Services Software Limited,IT,nse_official,Information Technology
ONEPOINT,One Point One Solutions Limited,IT,manual,
ONWARDTEC,Onward Technologies Limited,IT,manual,
ORCHASP,Orchasp Limited,IT,manual,
ORIENTTECH,Orient Technologies Limited,IT,manual,
ORTINGLOBE,ORTIN GLOBAL LIMITED,IT,manual,
PERSISTENT,Persistent Systems Limited,IT,nse_official,Information Technology
PROSTARM,Prostarm Info Systems Limited,IT,manual,
PROTEAN,Protean eGov Technologies Limited,IT,provider,Technology
QUICKHEAL,Quick Heal Technologies Limited,IT,provider,Software - Application
QUINT,Quint Digital Limited,IT,manual,
RAMCOSYS,Ramco Systems Limited,IT,manual,
RATEGAIN,Rategain Travel Technologies Limited,IT,nse_official,Information Technology
REPL,Rudrabhishek Enterprises Limited,IT,provider,Consulting Services
RPTECH,Rashi Peripherals Limited,IT,manual,
RSSOFTWARE,R. S. Software (India) Limited,IT,manual,
RSYSTEMS,R Systems International Limited,IT,manual,
SAGILITY,SAGILITY LIMITED,IT,nse_official,Information Technology
SAKSOFT,Saksoft Limited,IT,manual,
SASKEN,Sasken Technologies Limited,IT,manual,
SECMARK,SecMark Consultancy Limited,IT,manual,
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,IT,manual,
SHADOWFAX,Shadowfax Technologies Limited,IT,manual,
SHILCTECH,Shilchar Technologies Limited,IT,manual,
SIGMA,Sigma Solve Limited,IT,manual,
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,IT,manual,
